1	2026-09-22T21:06	неизвестно	первая версия: пять дней по часам, бронь, план на дождь, резерв и вопросы
2	2026-09-23T16:59	неизвестно	ранний режим без борьбы с джетлагом: мост на рассвете, Katz's к открытию, руфтоп на закате, Streecha в субботу
3	2026-09-23T17:21	неизвестно	граница и аэропорт: MPC нам пока не положен, CLEAR не окупается, туалеты
4	2026-09-26T13:26	неизвестно	английская версия для Якоба: /en/, только каркас дней и вопросы к нему
